time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-22T12:50:03.250Z,-12.9645,45.7444,10,4.5,mb,,72,6.186,0.57,us,us1000ezf3,2018-06-23T05:55:45.565Z,"53km ESE of Pamandzi, Mayotte",earthquake,8.3,1.9,0.15,13,reviewed,us,us
2018-06-22T06:20:57.590Z,-40.4747,176.8953,20.55,4.6,mb,,152,0.535,0.89,us,us1000eyb7,2018-06-22T08:20:40.849Z,"74km NE of Castlepoint, New Zealand",earthquake,6.3,7.7,0.158,12,reviewed,us,us
2018-06-22T04:41:02.390Z,-28.7293,-70.8102,10,4.7,mb,,93,0.296,0.8,us,us1000eya4,2018-06-22T05:21:23.040Z,"18km SSW of Vallenar, Chile",earthquake,4.9,1.3,0.074,55,reviewed,us,us
2018-06-22T01:41:54.690Z,-19.4742,-70.5131,60.13,4.7,mb,,136,0.857,1.03,us,us1000ey8e,2018-06-22T03:18:47.523Z,"91km NNW of Iquique, Chile",earthquake,2.1,8.4,0.159,12,reviewed,us,us
2018-06-22T00:03:25.250Z,-6.6038,131.9219,10,4.6,mb,,58,1.502,0.88,us,us1000ey7g,2018-06-23T22:33:43.040Z,"138km SW of Tual, Indonesia",earthquake,7.3,1.9,0.085,42,reviewed,us,us
2018-06-21T23:12:59.370Z,19.4113333,-155.2833333,0.47,5.4,mw,37,24,0.006337,0.09,hv,hv70301461,2018-06-23T03:05:19.357Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.13,0.09,,9,reviewed,hv,hv
2018-06-21T22:58:54.660Z,-6.4027,130.0179,160.31,4.7,mb,,83,2.019,1.15,us,us1000ey65,2018-06-23T22:25:51.040Z,"223km NW of Saumlaki, Indonesia",earthquake,7.2,4.2,0.069,64,reviewed,us,us
2018-06-21T21:13:32.650Z,-17.7964,168.0564,28,6.1,mww,,14,3.063,1.31,us,us1000ey2i,2018-06-25T20:09:48.891Z,"28km WSW of Port-Vila, Vanuatu",earthquake,6.6,1.7,0.04,59,reviewed,us,us
2018-06-21T20:29:19.560Z,7.3158,94.45,10,4.9,mb,,118,3.234,0.75,us,us1000ey0w,2018-06-28T20:49:09.040Z,"144km ESE of Mohean, India",earthquake,8,1.9,0.066,93,reviewed,us,us
2018-06-21T19:33:10.210Z,-22.5535,-174.8352,15.6,5.6,mww,,95,5.748,0.94,us,us1000exy4,2018-06-28T20:29:17.680Z,"135km S of `Ohonua, Tonga",earthquake,9.3,3.6,0.063,24,reviewed,us,us
2018-06-21T16:08:02.320Z,-24.2911,-67.0595,179.86,5.7,mww,,30,1.682,1.18,us,us1000exq6,2018-06-21T22:33:32.914Z,"75km W of San Antonio de los Cobres, Argentina",earthquake,8.1,3.8,0.049,40,reviewed,us,us
2018-06-21T14:54:50.740Z,-32.6822,-179.8962,236.98,4.9,mb,,89,3.82,1.25,us,us1000exkr,2018-06-21T15:16:26.040Z,"167km SW of L'Esperance Rock, New Zealand",earthquake,10.6,5.8,0.081,48,reviewed,us,us
2018-06-21T13:06:43.410Z,-6.0433,142.4482,58.17,4.9,mb,,78,6.312,1.14,us,us1000exht,2018-06-21T13:42:25.040Z,"104km SW of Porgera, Papua New Guinea",earthquake,8.8,6,0.056,101,reviewed,us,us
2018-06-21T04:19:32.240Z,-2.0406,139.0112,49.58,4.6,mb,,180,6.812,0.54,us,us1000ex47,2018-06-21T04:32:34.040Z,"186km WNW of Abepura, Indonesia",earthquake,5.3,9.3,0.12,21,reviewed,us,us
2018-06-21T03:25:16.010Z,8.2983,126.5258,119.52,4.8,mb,,124,1.539,0.95,us,us1000ex2v,2018-06-21T03:34:40.040Z,"18km NNE of Barcelona, Philippines",earthquake,11,11.4,0.144,15,reviewed,us,us
2018-06-21T02:03:29.510Z,-16.1225,-174.1604,111.58,5.4,mb,,75,3.184,0.88,us,us1000ex10,2018-06-23T16:48:59.040Z,"47km WSW of Hihifo, Tonga",earthquake,9,7.1,0.112,27,reviewed,us,us
2018-06-21T00:13:52.500Z,18.8871,-69.8395,83.87,4.5,mb,,37,0.428,0.95,us,us1000ewz1,2018-06-25T19:56:56.525Z,"8km SW of Sabana Grande de Boya, Dominican Republic",earthquake,5.1,6.5,0.057,90,reviewed,us,us
2018-06-20T23:23:30.090Z,-22.4041,-175.0639,36.04,5.4,mww,,84,7.284,0.92,us,us1000ewy4,2018-06-25T14:30:42.040Z,"119km S of `Ohonua, Tonga",earthquake,9.9,6.3,0.078,16,reviewed,us,us
2018-06-20T20:34:08.040Z,-26.4085,179.5327,495.02,4.6,mb,,69,3.61,0.66,us,us1000f22b,2018-06-28T17:15:59.040Z,"South of the Fiji Islands",earthquake,6.3,10.5,0.122,20,reviewed,us,us
2018-06-20T20:12:13.080Z,7.0651,-76.2286,33.66,4.7,mb,,91,2.909,1.21,us,us1000ewt5,2018-06-28T13:31:09.374Z,"8km NNE of Dabeiba, Colombia",earthquake,7.4,6,0.04,189,reviewed,us,us
2018-06-20T20:04:09.160Z,-25.3878,-176.3778,35,4.5,mb,,135,8.667,0.67,us,us1000f22a,2018-06-28T19:30:51.040Z,"South of the Fiji Islands",earthquake,8.8,2,0.192,10,reviewed,us,us
2018-06-20T19:47:49.110Z,-9.1598,-78.8378,67.06,4.6,mb,,144,2.059,0.72,us,us1000ewsc,2018-06-28T13:25:44.916Z,"28km WSW of Coishco, Peru",earthquake,9.2,7.6,0.05,121,reviewed,us,us
2018-06-20T19:18:56.240Z,24.0287,122.2701,10,4.7,mb,,61,0.633,0.83,us,us1000ewrr,2018-06-28T13:23:46.672Z,"67km E of Hualian, Taiwan",earthquake,3.4,1.8,0.055,98,reviewed,us,us
2018-06-20T19:04:15.790Z,10.1921,93.0909,70.72,4.5,mb,,141,1.493,0.69,us,us1000f229,2018-06-28T16:39:02.040Z,"167km SSE of Port Blair, India",earthquake,11.3,8.5,0.079,47,reviewed,us,us
2018-06-20T14:22:23.460Z,19.4145,-155.286,0.21,5.3,mw,21,70,0.003622,0.11,hv,hv70294636,2018-06-20T23:41:15.049Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.15,0.14,,29,reviewed,hv,hv
2018-06-20T10:23:50.230Z,-37.8677,177.6652,10,4.5,mb,,113,0.593,0.68,us,us1000ewdd,2018-06-22T06:39:28.305Z,"41km NE of Opotiki, New Zealand",earthquake,6.4,1.5,0.18,9,reviewed,us,us
2018-06-20T07:44:26.760Z,24.6425,94.3303,65.09,4.5,mb,,95,0.411,0.96,us,us1000ew9i,2018-06-20T08:19:08.010Z,"26km E of Yairipok, India",earthquake,8.6,6.7,0.099,30,reviewed,us,us
2018-06-20T02:54:32.190Z,-32.413,122.4811,8.11,4.5,mb,,74,4.45,0.69,us,us1000ew2s,2018-06-28T04:39:06.465Z,"170km NNE of Esperance, Australia",earthquake,7.3,4.5,0.145,14,reviewed,us,us
2018-06-20T01:09:54.710Z,-23.8336,-66.5312,198.76,5,mwr,,33,1.749,0.94,us,us1000ew0w,2018-06-28T04:24:59.040Z,"47km NNW of San Antonio de los Cobres, Argentina",earthquake,7.1,6.2,,,reviewed,us,guc
2018-06-20T00:24:19.920Z,19.3296667,-155.1046667,6.84,4.56,ml,73,148,0.0493,0.12,hv,hv70291696,2018-06-28T03:12:28.040Z,"17km SE of Volcano, Hawaii",earthquake,0.31,0.24,0.145,44,reviewed,hv,hv
2018-06-19T23:50:26.970Z,-31.0114,-178.676,104.55,5.2,mb,,55,1.875,0.6,us,us1000evy8,2018-06-28T03:10:23.153Z,"51km NNE of L'Esperance Rock, New Zealand",earthquake,12,5.6,0.046,157,reviewed,us,us
2018-06-19T21:35:36.280Z,-13.1592,45.3807,10,4.6,mb,,103,6.09,1.24,us,us1000evvy,2018-06-19T22:17:46.337Z,"34km SE of Bandrele, Mayotte",earthquake,11.2,1.9,0.103,28,reviewed,us,us
2018-06-19T15:29:31.550Z,41.2924,145.114,10,4.6,mb,,167,1.634,1.01,us,us1000eyqx,2018-06-27T16:13:39.040Z,"196km SSE of Kushiro, Japan",earthquake,7.9,1.9,0.206,7,reviewed,us,us
2018-06-19T15:05:34.040Z,19.4118333,-155.2813333,0.6,5.3,mw,33,31,0.006358,0.08,hv,hv70289831,2018-06-27T15:42:02.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.18,0.13,,22,reviewed,hv,hv
2018-06-19T14:41:34.820Z,10.7967,-84.9391,170.58,4.5,mb,,127,0.502,0.69,us,us1000eviu,2018-06-27T15:12:51.040Z,"13km SE of Upala, Costa Rica",earthquake,8.3,6.9,0.079,47,reviewed,us,us
2018-06-19T14:06:27.320Z,15.7639,39.7051,10,4.6,mb,,93,5.198,0.69,us,us1000evi0,2018-06-27T15:02:08.251Z,"32km ENE of Massawa, Eritrea",earthquake,12.3,1.9,0.098,31,reviewed,us,us
2018-06-19T13:59:31.820Z,-7.089,129.7976,139.89,4.6,mb,,88,1.733,0.96,us,us1000evhn,2018-06-27T14:51:03.040Z,"192km WNW of Saumlaki, Indonesia",earthquake,7.5,6.7,0.113,23,reviewed,us,us
2018-06-19T13:14:05.780Z,5.3748,97.0164,13.64,4.6,mb,,54,0.16,0.76,us,us1000evgd,2018-06-26T20:16:10.040Z,"26km NW of Lhokseumawe, Indonesia",earthquake,4.4,5.3,0.116,22,reviewed,us,us
2018-06-19T00:04:02.350Z,-0.1738,-18.33,10,5,mb,,89,8.664,0.66,us,us1000euzx,2018-06-19T00:25:40.040Z,"Central Mid-Atlantic Ridge",earthquake,9.1,1.8,0.044,160,reviewed,us,us
2018-06-18T23:45:02.540Z,35.8153,78.3289,10,4.6,mb,,97,6.339,1.08,us,us1000euzl,2018-06-19T00:17:35.040Z,"174km NE of Thang, India",earthquake,5.9,1.9,0.062,77,reviewed,us,us
2018-06-18T20:59:41.380Z,-5.1428,154.4466,141.29,4.5,mb,,138,2.464,0.62,us,us1000eypj,2018-06-28T00:19:04.040Z,"169km NW of Arawa, Papua New Guinea",earthquake,13.6,15,0.15,13,reviewed,us,us
2018-06-18T17:29:46.840Z,-23.0775,-179.6309,574.44,4.5,mb,,112,5.732,0.48,us,us1000eypa,2018-06-27T13:49:51.040Z,"285km SSW of Ndoi Island, Fiji",earthquake,15.2,11.6,0.157,17,reviewed,us,us
2018-06-18T17:17:04.280Z,4.3807,128.0952,62.25,4.6,mb,,86,3.658,1.13,us,us1000euq0,2018-06-26T23:39:35.040Z,"293km N of Tobelo, Indonesia",earthquake,9.4,8.8,0.081,45,reviewed,us,us
2018-06-18T16:12:48.490Z,19.4118333,-155.284,0.43,5.3,mw,25,60,0.005799,0.09,hv,hv70285321,2018-06-26T15:26:47.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.14,0.13,,12,reviewed,hv,hv
2018-06-18T16:08:21.990Z,-47.4335,32.0015,10,4.6,mb,,127,14.77,0.49,us,us1000eyp9,2018-06-26T15:21:36.040Z,"Prince Edward Islands region",earthquake,14.9,2,0.223,6,reviewed,us,us
2018-06-18T15:33:24.140Z,-29.9636,-112.0858,10,4.9,mb,,118,3.638,0.51,us,us1000eyp8,2018-06-26T15:12:26.040Z,"Easter Island region",earthquake,10.4,1.9,0.053,112,reviewed,us,us
2018-06-18T15:31:24.860Z,34.788,135.61,10,4.6,mb,,89,1.291,0.52,us,us1000eum3,2018-06-26T14:39:17.951Z,"2km NNW of Neyagawa, Japan",earthquake,6.1,1.9,0.092,35,reviewed,us,us
2018-06-18T14:44:22.580Z,-58.107,-30.3781,10,4.6,mb,,77,5.129,0.8,us,us1000eyp4,2018-06-26T13:28:15.040Z,"247km WNW of Bristol Island, South Sandwich Islands",earthquake,7.3,1.9,0.165,11,reviewed,us,us
2018-06-18T13:43:01.290Z,-12.9921,45.7208,10,5,mww,,105,5.723,0.71,us,us1000eui7,2018-06-25T19:36:25.557Z,"52km ESE of Pamandzi, Mayotte",earthquake,9.9,1.9,0.078,16,reviewed,us,us
2018-06-18T12:11:14.210Z,-6.0224,142.4674,10,4.6,mb,,61,6.284,0.95,us,us1000eug6,2018-06-29T06:50:37.040Z,"101km SW of Porgera, Papua New Guinea",earthquake,8.7,1.9,0.102,29,reviewed,us,us
2018-06-18T09:48:16.450Z,-2.4727,99.8334,29.04,4.9,mb,,181,3.03,1.2,us,us1000eud7,2018-06-18T10:16:03.040Z,"118km SE of Muara Siberut, Indonesia",earthquake,9.3,5.3,0.088,62,reviewed,us,us
2018-06-18T09:16:55.050Z,8.8978,-40.3582,10,4.8,mb,,72,12.304,0.92,us,us1000euch,2018-06-18T09:34:44.040Z,"Central Mid-Atlantic Ridge",earthquake,11.9,1.9,0.044,163,reviewed,us,us
2018-06-18T07:09:41.680Z,-29.9294,-111.877,10,5.9,mww,,83,3.496,0.89,us,us1000eu9d,2018-06-18T15:08:30.040Z,"Easter Island region",earthquake,7.3,1.8,0.071,19,reviewed,us,us
2018-06-18T05:31:27.970Z,-19.2468,169.0155,127.81,5.3,mww,,84,2.259,0.79,us,us1000eu6x,2018-06-21T21:34:23.712Z,"42km NW of Isangel, Vanuatu",earthquake,5.5,8,0.071,19,reviewed,us,us
2018-06-18T05:22:36.410Z,20.0764,121.3027,10,5,mb,,85,2.735,1.28,us,us1000eu6n,2018-06-18T05:41:11.040Z,"66km WSW of Sabtang, Philippines",earthquake,3.6,1.9,0.043,172,reviewed,us,us
2018-06-18T04:14:14.980Z,6.273,-82.5848,10,4.6,mwr,,123,2.506,0.9,us,us1000eu5e,2018-06-27T02:22:09.680Z,"197km S of Punta de Burica, Panama",earthquake,7.7,1.9,0.073,18,reviewed,us,us
2018-06-18T02:32:55.780Z,14.1304,-90.7119,98.25,5.7,mww,,51,0.901,1.46,us,us1000eu39,2018-06-27T18:15:41.627Z,"12km SW of Guanagazapa, Guatemala",earthquake,6,3.3,0.065,23,reviewed,us,us
2018-06-18T01:00:54.680Z,-9.8494,-75.4631,47.69,4.7,mb,,100,2.519,0.77,us,us1000eu2b,2018-06-26T01:40:50.418Z,"80km N of Oxapampa, Peru",earthquake,6.9,8.3,0.05,121,reviewed,us,us
2018-06-17T22:58:35.230Z,34.8293,135.6378,13.19,5.5,mww,,28,1.253,0.69,us,us1000eu1c,2018-06-27T04:05:58.280Z,"2km NNW of Hirakata, Japan",earthquake,5.3,3.5,0.071,19,reviewed,us,us
2018-06-17T16:26:13.090Z,19.4116667,-155.283,0.84,5.3,mw,24,57,0.006053,0.08,hv,hv70280586,2018-06-25T15:51:35.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.17,0.17,,7,reviewed,hv,hv
2018-06-17T16:11:39.190Z,79.2312,2.6468,10,4.5,mb,,83,1.798,0.95,us,us1000etz9,2018-06-25T15:36:16.040Z,"Greenland Sea",earthquake,8.5,1.9,0.093,34,reviewed,us,us
2018-06-17T15:43:42.630Z,38.7988,142.1016,39.68,4.5,mb,,156,1.387,0.55,us,us1000etyq,2018-06-25T15:21:20.040Z,"45km SE of Ofunato, Japan",earthquake,9.1,8.6,0.136,16,reviewed,us,us
2018-06-17T15:18:36.520Z,32.3968,49.5661,10,4.5,mb,,98,4.197,0.41,us,us1000eyf9,2018-06-25T14:57:15.040Z,"56km NNE of Masjed Soleyman, Iran",earthquake,4.3,1.9,0.156,12,reviewed,us,us
2018-06-17T14:52:02.030Z,-8.807,109.8354,50.25,4.5,mb,,162,1.119,0.89,us,us1000eyf8,2018-06-25T14:28:01.040Z,"106km SSW of Bambanglipuro, Indonesia",earthquake,9.2,5.7,0.382,4,reviewed,us,us
2018-06-17T14:30:20.480Z,0.3178,127.3877,142.49,4.6,mb,,77,0.451,0.51,us,us1000eyf7,2018-06-25T14:10:45.040Z,"51km S of Kota Ternate, Indonesia",earthquake,9.5,5.8,0.088,39,reviewed,us,us
2018-06-17T14:29:26.830Z,-21.6149,170.6703,98.61,5.1,mb,,145,3.15,0.89,us,us1000etx2,2018-06-25T13:15:51.040Z,"166km WNW of Ile Hunter, New Caledonia",earthquake,9.9,5.8,0.083,47,reviewed,us,us
2018-06-17T14:21:28.920Z,30.0778,70.2085,10,5.2,mww,,114,4.411,1,us,us1000etwv,2018-06-25T13:08:55.622Z,"41km W of Dera Ghazi Khan, Pakistan",earthquake,8.1,1.9,0.073,18,reviewed,us,us
2018-06-17T13:42:37.900Z,18.3769,96.1758,24.31,4.6,mb,,130,2.513,0.42,us,us1000etvs,2018-06-24T19:54:36.233Z,"29km WSW of Pyu, Burma",earthquake,6.4,5.7,0.125,19,reviewed,us,us
2018-06-17T13:41:33.390Z,-22.1458,-179.4329,568.24,5.4,mww,,30,4.976,0.75,us,us1000etvt,2018-06-24T19:51:38.040Z,"182km SSW of Ndoi Island, Fiji",earthquake,6.8,4.7,0.073,18,reviewed,us,us
2018-06-17T13:39:10.800Z,-22.2198,-179.4041,568.57,5.2,mww,,52,5.053,1.06,us,us1000etvk,2018-06-24T19:45:20.040Z,"188km SSW of Ndoi Island, Fiji",earthquake,11.1,5.9,0.071,19,reviewed,us,us
2018-06-17T13:21:30.230Z,18.2858,96.079,10,5,mww,,62,2.628,0.44,us,us1000etva,2018-06-24T18:02:11.707Z,"43km WSW of Pyu, Burma",earthquake,4.4,1.7,0.073,18,reviewed,us,us
2018-06-17T09:46:24.630Z,14.9212,119.7097,25,5.4,mww,,47,7.96,0.93,us,us1000etr8,2018-06-22T11:18:00.620Z,"39km W of San Nicolas, Philippines",earthquake,7.4,1.8,0.043,51,reviewed,us,us
2018-06-17T08:12:13.230Z,-6.5758,147.6761,35,4.6,mb,,49,4.513,0.96,us,us1000etpc,2018-06-18T05:00:23.681Z,"21km W of Finschhafen, Papua New Guinea",earthquake,8.3,2,0.09,37,reviewed,us,us
2018-06-17T06:27:22.250Z,36.5436,139.1291,10.81,4.6,mb,,118,0.744,0.78,us,us1000etmq,2018-06-24T07:17:51.198Z,"12km SE of Numata, Japan",earthquake,4.2,3.8,0.057,91,reviewed,us,us
2018-06-17T04:32:17.000Z,56.2797,-149.5122,10,4.8,mb,,139,2.256,0.95,us,us1000etl9,2018-06-25T19:39:21.455Z,"243km SE of Kodiak, Alaska",earthquake,5.6,1.9,0.029,359,reviewed,us,us
2018-06-17T03:59:13.080Z,-6.9303,155.299,86.5,4.8,mb,,52,4.14,0.67,us,us1000etku,2018-06-25T01:37:50.040Z,"70km SSW of Panguna, Papua New Guinea",earthquake,8.5,6.4,0.045,155,reviewed,us,us
2018-06-17T03:12:13.650Z,38.8568,94.9239,10,5,mb,,36,9.654,0.73,us,us1000etk8,2018-06-25T01:11:27.040Z,"117km NNW of Da Qaidam Hu, China",earthquake,6.6,1.5,0.041,195,reviewed,us,us
2018-06-17T02:39:37.860Z,6.1377,125.728,122.14,5.1,mww,,39,0.937,1.26,us,us1000etjq,2018-06-19T01:36:32.772Z,"3km ESE of Lapuan, Philippines",earthquake,7.1,4.3,0.073,18,reviewed,us,us
2018-06-17T02:17:45.200Z,27.7244,141.3601,43.83,4.7,mb,,138,0.964,0.79,us,us1000eyev,2018-06-22T20:23:41.040Z,"110km NW of Chichi-shima, Japan",earthquake,8.2,10.6,0.207,7,reviewed,us,us
2018-06-17T01:45:37.260Z,-39.1352,-15.7118,10,4.8,mb,,159,39.654,0.71,us,us1000eyep,2018-06-22T20:14:55.040Z,"Tristan da Cunha region",earthquake,17.7,1.6,0.175,10,reviewed,us,us
2018-06-16T22:33:11.670Z,17.4345,121.7355,175.1,4.5,mb,,110,5.391,0.73,us,us1000etht,2018-06-17T10:11:48.567Z,"2km SW of Mozzozzin, Philippines",earthquake,10.6,6.8,0.055,97,reviewed,us,us
2018-06-16T20:46:31.340Z,28.7784,-43.3596,10,4.9,mb,,93,17.378,1.12,us,us1000ethe,2018-06-16T21:11:42.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.1,1.9,0.04,196,reviewed,us,us
2018-06-16T20:18:17.710Z,19.4117,-155.2845,0.23,5.3,mww,,25,0.006,0.57,us,us1000etg8,2018-06-17T11:48:54.882Z,"5km WSW of Volcano, Hawaii",volcanic eruption,2,2.2,0.083,14,reviewed,hv,us
2018-06-16T17:34:09.610Z,28.989,-43.4313,10,4.9,mb,,94,17.308,0.55,us,us1000etcp,2018-06-16T21:24:15.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.2,1.9,0.036,241,reviewed,us,us
2018-06-16T17:19:50.370Z,28.8564,-43.3529,10,4.7,mb,,103,23.073,0.58,us,us1000etc8,2018-06-16T21:55:37.040Z,"Northern Mid-Atlantic Ridge",earthquake,12,1.9,0.041,184,reviewed,us,us
2018-06-16T15:51:27.350Z,0.9016,-28.3212,10,5,mb,,53,10.097,1.11,us,us1000etaf,2018-06-16T16:22:45.040Z,"Central Mid-Atlantic Ridge",earthquake,11.1,1.9,0.071,64,reviewed,us,us
2018-06-16T13:52:49.260Z,-6.8635,127.1017,400.97,4.7,mb,,84,4.015,0.63,us,us1000et7q,2018-06-16T14:05:39.040Z,"252km NE of Dili, East Timor",earthquake,9,9.8,0.126,19,reviewed,us,us
2018-06-16T11:35:24.570Z,-34.0117,-70.3836,8.44,4.9,mb,,54,0.188,0.67,us,us1000et4z,2018-06-22T11:16:09.040Z,"32km NE of Machali, Chile",earthquake,2.3,3.4,0.108,27,reviewed,us,us
2018-06-16T07:50:43.940Z,-3.2075,139.6366,35,4.7,mb,,123,7.382,0.69,us,us1000et1l,2018-06-16T08:19:05.040Z,"122km WSW of Abepura, Indonesia",earthquake,11.3,2,0.093,35,reviewed,us,us
2018-06-16T06:32:27.240Z,-32.6977,-178.2852,10,5.2,mww,,67,3.455,1.07,us,us1000et0s,2018-06-16T06:49:52.040Z,"151km SSE of L'Esperance Rock, New Zealand",earthquake,11.4,1.9,0.071,19,reviewed,us,us
2018-06-16T04:31:07.330Z,30.0283,-41.9977,10,4.6,mb,,104,32.144,0.67,us,us1000exls,2018-06-25T00:55:00.040Z,"Northern Mid-Atlantic Ridge",earthquake,7,1.8,0.078,49,reviewed,us,us
2018-06-16T03:23:32.100Z,-16.2492,-177.6084,10,5.5,mb,,47,4.409,0.98,us,us1000eszl,2018-06-22T21:06:44.040Z,"223km SSE of Sigave, Wallis and Futuna",earthquake,8.5,1.8,0.036,273,reviewed,us,us
2018-06-16T02:51:51.010Z,-13.5161,-72.6254,10,4.6,mb,,110,4.385,0.83,us,us1000esz1,2018-06-16T04:06:16.040Z,"30km ENE of Abancay, Peru",earthquake,2.6,1.9,0.151,13,reviewed,us,us
2018-06-16T02:09:09.490Z,35.2611,140.4748,20.52,4.6,mb,,136,2.209,1.31,us,us1000esyk,2018-06-18T01:27:08.194Z,"8km E of Ohara, Japan",earthquake,6.7,5.4,0.083,44,reviewed,us,us
2018-06-16T01:01:08.200Z,-31.2251,-68.9536,106.91,4.6,mb,,36,0.393,0.76,us,us1000esxu,2018-06-16T01:22:27.040Z,"41km NNW of Zonda, Argentina",earthquake,6.2,5.3,0.087,39,reviewed,us,us
2018-06-15T21:56:39.920Z,19.4173333,-155.2816667,0.3,5.3,mh,27,60,0.002317,0.13,hv,hv70272196,2018-06-17T22:53:21.040Z,"4km WSW of Volcano, Hawaii",volcanic eruption,0.18,0.13,,16,reviewed,hv,hv
2018-06-15T21:11:15.100Z,1.1886,99.7231,171.73,4.5,mb,,149,1.57,0.59,us,us1000exdn,2018-06-23T04:01:39.040Z,"54km ESE of Padangsidempuan, Indonesia",earthquake,8.3,6.4,0.241,5,reviewed,us,us
2018-06-15T20:53:55.030Z,24.6552,121.8796,64.06,4.6,mb,,34,0.458,0.78,us,us1000essa,2018-06-23T15:30:57.142Z,"6km NNE of Su'ao, Taiwan",earthquake,4.1,2.7,0.053,106,reviewed,us,us
2018-06-15T20:18:08.680Z,13.647,146.5091,10,4.6,mb,,173,1.596,0.56,us,us1000exdm,2018-06-23T15:16:53.040Z,"151km ESE of Rota, Northern Mariana Islands",earthquake,5.6,2,0.102,29,reviewed,us,us
2018-06-15T17:09:19.520Z,-56.5064,-25.7122,35,4.6,mb,,129,6.53,0.9,us,us1000exdr,2018-06-23T15:36:45.040Z,"93km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14,2,0.146,14,reviewed,us,us
2018-06-15T13:18:58.430Z,-15.4206,-172.8478,55,5.3,mww,,75,1.825,0.93,us,us1000esbn,2018-06-22T11:37:19.889Z,"113km ENE of Hihifo, Tonga",earthquake,9.3,1.9,0.073,18,reviewed,us,us
2018-06-15T11:55:48.500Z,-56.1183,-27.9329,99.58,5.2,mb,,125,5.233,0.76,us,us1000es9m,2018-06-15T12:10:15.040Z,"79km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.4,9.5,0.092,39,reviewed,us,us
2018-06-15T03:32:03.430Z,-5.9799,146.7299,64.75,4.9,mb,,42,5.696,0.94,us,us1000eryq,2018-06-15T03:51:27.040Z,"86km NNW of Lae, Papua New Guinea",earthquake,8.6,5.8,0.088,41,reviewed,us,us
2018-06-15T00:57:13.360Z,-1.9633,138.7934,10,5.5,mww,,13,6.607,0.82,us,us1000erwa,2018-06-19T01:36:42.740Z,"212km WNW of Abepura, Indonesia",earthquake,7.5,1.7,0.068,21,reviewed,us,us
